rating,reviews_index,reviews_topic
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",My 5th visit here .Delicate Arch .. the symbol of Utah !! May be the most beautiful but also the most visited .. I came the first week of June to take pictures of the sunset but the park closed at 19:00 because of roadworks...,Delicate Arch
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Arches is a zoo. My husband calls it Disney World. I am shocked that they haven’t gone to an all-shuttle system yet, like Zion has. It is jam packed, all of the bathrooms beyond the visitor’s center are disgusting (primitive and constantly used). In the...","If it's summer, do this hike first thing and take tons of water"
"ui_bubble_rating bubble_40,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",This is the second time in Moab and hiking up to Delicate Arch. It is a hot climb- bring lots of water and some snacks- but doable by anyone if you take your time. It's so beautiful and the small crowd there makes it feel...,Great Hike
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","I beleive this is my 5th trip to Arches National Park. The first time, we went to the viewpoint to see the Delicate Arch. Since then, we have done the hike to the arch each time. My advice would be to definitely do the Delicate...",Beautiful! Don't Miss the Trail!
"ui_bubble_rating bubble_40,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",This will require a lot of walking so wear comfortable clothes and shoes. Make sure that you bring your water and go to the restroom before heading to this place. There's only 2 cubicles which may consume all your time queueing and it looks like...,Use your most comfortable pair of shoes
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",What a great hike this is in the Arches N.P. From an over-packed car park It is a 3 mile round trip that rises almost 500 feet. At first it is flat and then rises steadily over the slick rock. Near the arch you traverse...,Most popular place in the park
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","My husband and I (in our mid 60s) did this 3-mile roundtrip hike on June 7. It has some steep sections, but we are used to hiking. The worst part was the heat! We had hoped to time the hike so we'd arrive at the...",Try to avoid a summer visit!
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",We didn't know the park closed at 7 and after driving for TWO DAYS we got there with an hour and a half to hike to this behemoth in 104 degree heat. The park ranger was there warning people not to go up because of...,Totally worth the insanely hot hike
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","The hike to the arch is moderately strenuous simply because it's uphill and can be warm. The arch itself is breathtaking. I did a handful of hikes and this was my favorite. I didn't find parking to be problematic, though the lot was nearly full....",Awesome
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Got to the trail head at 7 am was back by 9:15 am with a nice break at the arch. Trail starts off very easy. Make sure you take the 10 min side trail to the Petroglyphs depicting the time the local native Americans got...,Bucket List Location
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","The Arches is full of sights, trails, and natural wonders. We were there late August and the park is repaving the roads. Two of the parking areas were closed. It's hot there in August but there are places to fill your water bottles with filtered...",What a wonderful spot
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","At first, i thought who would like to walk to see a red rocks or just a stones, I was totally wrong.
it is very stunning, so hugeeeeeeee!!!! I mean it.
take about 40 mins walk to get there and need to bring at least...",amazing landscape
"ui_bubble_rating bubble_40,ratingDate relativeDate,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We hiked the 3 mile round trip to view Delicate Arch, a moderate uphill trail to the viewing area. Good hiking shoes to navigate the trail (and sometimes smooth rock) suggested.
I was disappointed, not by the view, but by the endless line of people...","beautiful arch, but too many people "
"ui_bubble_rating bubble_40,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","There are two ways to see this arch. On driving from the park entrance and turning down the side road for this arch, one first comes across the parking for the hiking trail to the arch itself. You do need to be pretty fit to...","Beautiful, but don't expect to get close unless you're fairly fit!"
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This isn't easy for a senior. The steepness of the vertical climb is high in some areas. Bring a bottle of water, go very early, 7:00 am, to avoid the heat and take your time. Leave an hour and a half for the 3 mile...",Wirth the Effort
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Beware: This place seemed hotter than the Grand Canyon..and there were gnats..and no places to hide for shade for quite awhile. That being said, it's very much worth it. Get there early in the morning! When we were leaving there wasn't anyone else coming up...",Hot as $?!#
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Delicate Arch is impressive. There is a viewpoint you can drive to, but it is at the base of the mountain that the arch is on top of. There is a mile-plus long trail to the arch - take plenty of water and wear a...",Iconic Utah Landscape
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Viewed from below near main parking lot was 110-113 degrees and I was not going to hike up there in the heat due my age.,One of Many Arches in this Park
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",I am a 61 year old somewhat out of shape woman with severely arthritic feet and ankles. Plus I hate the heat! But I really wanted to see Delicate Arch while we were visiting Arches NP in late June and the only way I knew...,Hike to Delicate Arch.
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","My 4 year-old made this hike for me. Couldn't be prouder of him or happier that I was able to see this.
Beautiful sight of the arch with the mountains behind. You have to make this hike if you are in Moab. But please bring...",Highlight of the trip
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We made the trek, when the park opened at 7AM, to the parking lot leading to delicate arch. The heat was predicted to be above 105 that day, so an early start was wise. Even at that time, the parking lot was quickly filling with...",Well worth the hike; wish there was a sign for photo etiquette
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","First, the Arch is beautiful and was definitely worth the hike to see. However, I would recommend going first thing in the morning. With the construction, the park does not open until 7 am. We visited today, arrived at 6:15 and drove right to the...",Hike has its pros and cons
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We hiked up to Delicate Arch, and although steep at times, it was very much worth the venture. This arch has stood the test of time, and it is beautiful. I would suggest trying to see it at sunrise or sunset.",Hike Up
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",One word. Spectacular!! Be prepared to walk uphill for a ways and bring plenty of water. It's an awesome reward at the end to see such s grand creation.,Hot Hike but worth it
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","So we took the short hike as the long hike could take up to three hours and you'll need loads of water. Even from a distance, we were able to get great shots via camera. It is a wonder and worth seeing.",Short hike or long hike...you choose
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We decided to go early and we entered the main gate before 8am, so this was worth it as we could find a place to park before heading to Delicate Arch. We took around 45 minutes at good pace to get there, even though the...",Worth the effort to get there
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This is an incredible arch to see! I did the hike 10 years ago with my parents. It is a long and tough hike, especially in the heat of the summer. On our most recent trip to the park, we viewed the arch from the...",Amazing!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","If one wishes to get under the Delicate Arch, that one must do the hike up. According to husband who did hike, it is strenuous in places, but if a small child can do it, I would say almost anyone can! Well worth the effort!...",great hike!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Delicate Arch is a beautiful sight. There are three options for seeing it--the lower observation point, the upper observation point, and up close and personal. We did all three. The two observation points are a short walk, and while the view is nice, it's not...",A beautiful sight
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","The absolute best time to see this wonderful attraction is ealy. We got to the trailhead/parking lot at 6 am. This beats the crowds and, most importantly, the heat. The hike is 1.5 mile trek with 480' of elevation gain. We made it up in...",Go early!
"ui_bubble_rating bubble_30,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","It's probably not a visit to Arches without hiking to Delicate Arch, but the crowd really distracted from the natural beauty. People were lined up to take photos under the Arch so you never got a clear view. Hike was nice, but hot. Bring lots...",A must do but crowded
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This is one of the iconic spots of the whole national park, and since it was on my desktop screensaver I just had to see it up close.",Worth the hike
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We seriously underestimated this hike. The distance is relatively short, but it's pretty steep for most of the way up. That being said, anyone in moderate physical shape can manage it if you simply pace yourself. It's so worth it. There's a pretty intense drop...",Worth the work!
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Delicate Arch is a must see when visiting Arches National Park. Hike up the main trail is a moderate hike with some uphill portions that can be easily managed. Last portion of the hike is along a somewhat narrow rock ledge but once you reach...,Must See--Great Hike
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",This is a must see place in Utah. The Delicate Arch is so beautiful. I suggest to see this arch before sunset as the sun reflects to the arch.,"Vacation at Moab, Utah"
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","beautiful place, Plan on walking a bit. It was 103 when we went so we didn't do many trails. Also it was later in the day. Go early when it is cooler.",Trip to Colorado and Utah
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",We hiked up with our 10 yr old grandson and LOTS of other people early in the morning. In fact I would recommend you go as early as you can not only to ensure you get a parking spot but to beat the heat. We...,Walk up to see a beautiful Arch!
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","As others said its best to do visit in the mornings. I started a bit late at 9, however if we should start at 7.30-8 it would be ideal as the park opens at 7 and we should get ready to start hike by 8....",Top rated point of the park
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","As others have said, start this hike early. We began at 7:45 and I wouldn't want to start much later. Be sure to take plenty of water and wear a hat and sunscreen. There is no shade on this trail.
I really wanted to hike...",Must Do!
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","The park suggests to be there in later afternoon for the best photo opportunity. After arriving at park 7am, we went to other places first. At 3:30pm, when we arrived the delicate arch hiking parking lot, I have already hiked 11 miles. Huge mistake! Under...",Great view worth the effort 
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Arches National Park is well worth a drive through. There are a few stop offs with different arches. It gets extremely hot here so go prepared with good shoes and plenty of fluids. Early morning hikes are best. There are new arches being formed (alcoves...,fascinating free-standing features
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",This was a hike well worth it. It seemed to take forever to climb up the rocks to get to an area where we had sand blowing all around us. This led to a very narrow rock ledge trail that came around a bend to...,Breathtaking even in a sandstorm!
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This is a 1.5 mile hike where you gain approximately 500 feet in elevation. There is a pretty large section of the hike that is over slick rock. This is a beautiful location and the view is absolutely breathtaking.
I would recommend a morning or...",Spectacular view
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Petroglyphs, old cabins, awesome arches on this Delicate Arch Trail. A couple of steep parts, so wear good hiking shoes and bring plenty of water because the later it gets in the day, the hotter it gets. Incredible views, that famous arch on the license...",Loved the early morning hike!
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","I've had Delicate Arch on the front cover of a National Geographic Book that I had for years that was printed in the 70's
It was called The Natural Wonders of the World I think and so this place has always been on the very...",Natural Wonder of the World
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Given we went in the middle of July when it is unbelievably hot, we set out early to avoid the heat. Of course, the rainstorm the night before flooded out the road so we had to cancel that plan. After dinner that night, we decided...",Gorgeous at Sunset
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Just finished a family trip of the mighty five with two teenagers. Highly recommend his hike. Some of our best pictures came from here. Listed at difficult but no more so than hikes at Zion or Bryce listed as moderate. Bring water and hike at...,Awesome hike!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","What a magnificent and beautiful natural arch. The hike is strenuous without much shade, but definitely worth the time and effort. Do take precautions with plenty of water. Between the 4 of us we took 9 bottles of water. Drank it all and were glad...",Well worth the hike
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",This hike is a once in a life time experience. The hike itself is hard but rewarding. Easy for all ages if taken slowly. The sandstone rock is fun to climb over. The petroglyphs are worth the detour. The arch is spectacular. Don't forget lots...,Hike early
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",A must see when visiting Utah! We were on our way to Salt Lake City and happened to come across this park. We spent a few hours here! The views were absolutely gorgeous! Definitely want to come back and spend a day here!,Beautiful!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",When people tell you to get there early to avoid not only the heat but the crowds... definitely listen. We arrived around 7:30a.m. and we are SO glad that we did. The park doesn't open until 7a.m. due to construction from Sunday-Thursdays this summer. We...,A Must See in Arches!
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","If you're going to Arches, this is the one, must-see thing! And seeing it from the viewpoint does not do the same justice as seeing it up-close. Do the hike! The arch is just stunning in person. It's huge and beautiful!
We had children (9,...",Stunning!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",The hike was challenging but so worth it. The short look outs do not do the Delicate Arch justice. Hike early in the morning in summer months.,Amazing 
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Nov 2016- We arrived early, right after the parking lot opened so there was plenty of parking available. We began our hike on a bit of a cloudy morning, which was nice because you do get a bit thirsty going uphill. When we arrived at...",A Delicate Arch is worth the hike...
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This was our second trip to Arches national Park. We could not imagine not hiking to delicate arch again. The hike gets long, but when you turn the corner into delicate arch it is totally worth every minute. Take the hike if you are physically...",Breathtaking… Definitely worth the hike!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","My wife and I visited Arches NP on May 24th. We did the Delicate Arch hike around 3:30pm. The parking lot was fairly full, but at that time there were plenty of spots available. And when we visited they were doing road work and there...",May 24th visit.
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","First--please note that they are currently doing road work and when we went signs i dictated that the park closes at 6:30 Sundays through Thursday (which means you have to be out) so make sure you plan accordingly. Also, when we went Fiery Furnace was...",Hard but worth it!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We were lucky to visit during the July 4th holiday and experience the park being open 24/7. We arrived at the trail-head at 5:30 and enjoyed the hike to Delicate Arch in the shade and low heat. There were people with us, but not crowded...",5:30 a.m. visit on July 5th
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This is a hike you must do if you go to Arches. The overlook is fine, but it's a different experience up close. A beautiful and otherworldly sight. The hike was a little strenuous, but not as difficult as expected. Make sure you go early...",Absolutely amazing!
"ui_bubble_rating bubble_30,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",We chose to go here after a more rigorous hike to Double O Arch. It was hot. You can see the arch from the bottom but expecting a better view we hike up the steep one mile? path to the top. Same view. Not worth...,Very small / Hike not necessary
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We started walking to the Delicate Arch around 11:40 and arrived at 12:15. We were the 4th & 5th people to reach there that day and had the place pretty much to ourselves.
The walk is of moderate difficulty and the reward is spectacular!
Unmissable!",Best one in the park!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",This hike is hard because of the change of elevation at altitude. It gets busy so an early start is recommended. It is a 3 mile round trip but leave plenty of time for the up hill hike to the arch! Longest 1.5 miles I...,"Strenuous Hike, but worth it"
"ui_bubble_rating bubble_40,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",There were so many people around this attraction it was crazy. People were pulled off the road in every direction. I wanted to see this at sunset but could not get to it. If I do it again I would take the bus tour offered...,Views from different angles
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",This is by far the best hike at this park in my opinion. you get to see up close the most iconic and recognize arch in Utah. The hike is mostly uphills but if you take your time and enough water any body can do...,Best hike in Arches National Park
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Started out at the trail head parking lot it was 100 degrees reached the second plateau saw an older woman with heat exhaustion and the rangers treating her. Turned around and came back. This is a serious hike if you do it wear the correct...,Awesome Beautiful
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This scenery was the most amazing when u get to the top..Takes 1.5 hrs to get to it. Stop along the way to catch your breath.
Early a.m. for cool temps...was a cloudy day, we were lucky. Using hiking pools helps along the way. Sunscreen...",Mind blowing hike!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","by far this is the Arch of Arches National Park. However, it can be very crowded, especially if a tour bus pulls in. The most important thing *** This can be a very HOT walk***,. I prefer to make this hike in Spring or Fall...",The Arch of Arches
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",A hike to Delicate Arch is one of the MUST DOs. I am 63 and made it up in about 45 minutes starting at 3:30 pm. Believe the rangers when they tell you to bring lots of water - I went through five water bottles...,Delicate Arch - A MUST
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","So goes that old saying and is true for this attraction. The gate from the visitors centre opens at 7 am sharp for cars to proceed to the attraction. We left our hotel, Homewood suites in Moab, at 6:30 am sharp. Takes about 15 mins...",The early bird gets the worm !!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","even if you don't leave the vehicle, there's something here to see. it's not a big park so you can see a lot of it with a morning or an evening to spare. come see, you won't regret it. *if you are visiting utah, i...",arches park = must see
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Normally, the classic hike and optimal beauty of Delicate Arch is experienced at sunset but with the major road construction in 2017 closing the park Sunday through Thursday 7pm to 7am and needing to be out of the park before closing, one would end up...",A Morning Hike in 2017
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",A great hike and an outstanding view when you get to the top. Absolutely worth every step. Make sure you have plenty is water. Parking is also limited as it is a very popular hike. I would recommend an early morning hike so that you...,Unbelievable View
"ui_bubble_rating bubble_40,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","A pretty long hike if you want to see it close (app. 3 hrs) alternative route is to the viewpoint, takes 15 minutes.",Long hike
"ui_bubble_rating bubble_30,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","If you want to see this arch up close, you have to take rather difficult and strenuous hike. The carpark for this hike was full at 8am on a tuesday in early June...
You can see it from a distance from the viewpoint (seperate carpark)....",For experienced hikers
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Delicate Arch is probably the image that comes to mind for most when thinking about Arches National Park in southern Utah. This is the thinly shaped single arch, situated on the edge of an elevated landmass, hugging a steep cliff and set before a before...",Delicate Arch - One of those 'Wow' places
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This hike can be strenuous--mostly uphill, and if it is hot, you would be baking on the exposed rock. But when you finally reach the arch, it is a great sight. It's funny how people line up to get their picture inside the arch, but...",A good workout
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","When people think of Arches National Park, this is the arch they think of. To get this arch requires a 1.5 mile hike that is just about uphill the entire way so be prepared. Also this arch is crowded from morning until night so don't...",This is THE Arch!
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Pushed my own boundaries and at the end of the day I felt like it was worth more than what words can say!,Exploring
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This is a must do hike in this amazing park. It is more like a 900 ft rather than a 700 ft climb, as the park service claims but well worth it. An easy ascent over slick rock but with about 150 ft of ledge...",Iconic
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Don't bother reading reviews just get yourself up there. There's a bit of effort involved but take it slow if you have too, believe me you won't regret it.",Wow!!
