rating,reviews_index,reviews_topic
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We drove the length of the road and back again and the views are amazing! Interesting to see how the road hugs the mountainside, and makes you realise how difficult it was to build. There are quite a few pull outs and small parking areas...",Wonderful scenery and interesting road!
"ui_bubble_rating bubble_30,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We reserved this trip months before our visit with great anticipation, however, due to the Sprague fire burning, the road was closed from Logan's Pass. We got the red bus at St Mary Lodge, where we were staying. For the full fare, it took us...",Can't Go To the Sun Trip
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Our first day in Glacier National Park we took one of the Red Bus Tours and so glad we did. It gave everyone the opportunity to ride and see the absolutely amazing views --- majestic mountains, wildlife sightings (a bear crossed the road in front...",An absolute must for all bucket lists
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Going to the Sun is considered to be on of the greatest motorcycle rides in the country, and with good reason. Winding mountain roads and great scenery the full way. There was some road construction in progress requiring a full-stop and wait for about 10...","A ""Must Do"" Motorcycle Ride"
"ui_bubble_rating bubble_50,ratingDate",,
"ui_bubble_rating bubble_50,ratingDate relativeDate",,
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","The road was pretty busy when we were there, so some of the pullouts were crowded with no parking. I loved this road, it has spectacular scenery, and many photo ops",excellent not to be missed
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Driving going to the sun road is like the introduction to the greatness that the park has to offer. I have done this several times both as passenger and driver. It's way more enjoyable as a passenger, of course. Some spots are scary narrow, so...",A must do
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Breathtaking views all the way. Take the Red Bus Tour so you can enjoy the sights and avoid the traffic at Logan Pass. Unfortunately we didn't see any wildlife due to the forest fire smoke still lingering. Don't leave the park without driving up.,Breathtaking views
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",What a beautiful road that seems like it would be impossible to build. It was certainly a drive slow road but every moment is so beautiful you don't mind keeping the speed down due to the high cliffs! It's a must see if you are...,Spectacular!
"ui_bubble_rating bubble_50,ratingDate",,
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",We went on a guided red bus tour on the Going to the Sun Rd and it is a wonderful way to travel through the Park. This Road brings you through the park where you see wildlife and fantastic views of the mountains. It's a...,Glacier National Park Going to the Sun Rd 
"ui_bubble_rating bubble_40,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Were we so anxious to see the park..our first time here. Started out early as we were coming from Evergreen MT & riding on a motorcycle. It was a little brisk in the shade but the sun was warm. We came across our first road...,Our first time on Going-to-the-Sun Road...hummmm
"ui_bubble_rating bubble_30,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",You see all the pictures of the bears and animals crossing the roads and in the fields. Where did they go? We drove from St. Mary entrance to logans pass and back. The only wildlife we saw was some chipmunks running across the road and...,Where is the wildlife
"ui_bubble_rating bubble_40,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Definitely worth doing. The west side of Logan Pass is steep and winding, and probably quite unusual in North America, but not as impressive for European visitors used to the Alps. We started from the east side and it definitely felt less busy going east...",Nice drive
"ui_bubble_rating bubble_50,ratingDate",,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_45,,
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",do not miss driving going to the sun road. The scenery is spectacular ! there are many trails which begin off of this road and a nice store at logan pass. dress warm!,amazing road with lovely views.
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Road to the sun including Logan's Pass is one of the most incredible and beautiful drives with sites that are unforgettable. This 3 hour drive is one that everyone has to take at least once in there lifetime. Whether you reside in Canada or the...,Fantastic adventure
"ui_bubble_rating bubble_40,ratingDate",,
"ui_bubble_rating bubble_50,ratingDate relativeDate",,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_45,,
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We were really looking forward to the trip on this road across the park. Unfortunately the fires of September, 2017(there were actually three) closed the road on the west at Apgar and we had to take the long way around to the east side and...",An amazing road
"ui_bubble_rating bubble_50,ratingDate",,
"ui_bubble_rating bubble_50,ratingDate",,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_45,,
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Most of the road is quite easy to drive... there is only a few miles which tended to require careful driving (around Logan pass). Well worth the drive, but be prepared for parking difficulties, especially at Logan Pass. Best to plan your time around the...",Nice tour over the Top
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",We were able to drive this entire road on August 22nd and were amazed by it's beauty ! Everywhere that you looked there was a picture to take. Make sure to drive slow as this is not a road that you want to speed on....,The Ride of a LIFETIME !!!
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","L O V E D I T!
Mind you that rv's and other very large vehicles are not allowed to take the pass. You have to park and take small (free) busses. I advice to do this anyway so that you can really enjoy the...",Amazing! Bucketlist item
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Even though there were wildfires in the area we still got to see some breathtaking beauty and great views from the road! My favorite must see view is wild goose island pull off and Jackson glacier is visible from the east side of going to...,Majestic and beautiful!!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Going-to-the-Sun Road is a vertiginous, but beautiful drive through the heart of Glacier National Park. We stayed at a B&B in Whitefish, on the western side of the park, and drove into the park every morning we were there - about a 35 minute drive...",Excellent - with a warning
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","I ended up going from Glacier West east almost to St Mary's and then turning back west towards Glacier West and on to Kalispell. I highly recommend going both directions, there is just so much to see and some things/views you can only see from...",So Beautiful!
"ui_bubble_rating bubble_30,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Closed at logan pass due to fires, the road gets 1/2 of its stars. The east side which was open was a pleasant drive but views were eaten by the smoke",1/2 of a ride
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","The best way to truly experience Going-to-the-Sun Road from the US side is to overnight in Kalispell, Montana. Set out at about 11am and head towards Apgar as part of the Glacier National Park. Once you enter the GNP, you are driving on the road....",Most logical way to do this....
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We drove it ourselves and with a tour August-September 2017. Go early or later in the day to avoid traffic. Quite a few pull outs for pictures. Many fires in the area compromised the view, but still memorable and beautiful.","Beautiful, Iconic-Even through the smoke"
"ui_bubble_rating bubble_50,ratingDate",,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_45,,
"ui_bubble_rating bubble_40,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Most of the length of the Going-to-the-Sun Road is littered with great views. We unfortunately had wild fires in the area and obscured views because of the smoke. Nevertheless the views were still dramatic and inspiring.
Take your time, stay over to enjoy some of...",So many great scenes
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","I couldn't do the full stretch (from east-west) because of the forest fire. But I did one half of it starting from the Many Glacier area. Please start early to avoid the crowds. Having said that, hang around till the sun comes up fully because...",Start early..very nice drive
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We drove the length of this road twice and back on our trip and each time the sun and clouds made for a variety of fascinating photos. As with the rest of the park start early or go late to avoid the busiest times, and...",Best way to see the mountains other than hiking them
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","On our trip, we spent a few days in the West Glacier area (rental house) and a few more in the St Mary area (lodge). So when we finally did the cross-over via Going To The Sun Road, it was from West to East. We...",Start early to not be disappointed
"ui_bubble_rating bubble_40,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We spend 9 hours traveling in the Red Bus Tour along the Road to the Sun to the Many Lake Lodge and back to the visitor center. It was a beautiful day with breath-taking vistas, numerous walking stops and a wonderful lunch at the lodge....",An Amazing Trip To the Sun!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This is the alternate and more scenic way to travel between East and West Glacier National Park. It has a ton of traffic, lots of people and is slow going (20 mph most of the time) but has the most spectacular views. It is completely...",Do not miss this. It is slow and has lots of traffic but amazing.
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Everyone says spend the entire day making this drive. I say spend two days. Drive it both directions, you get entirely different views both ways and you don't want to miss anything.",Best drive in the world
"ui_bubble_rating bubble_50,ratingDate",,
"ui_bubble_rating bubble_50,ratingDate",,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_45,,
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",A stretch of this road was used in the opening scene of The Shining (with Jack Nicholson and Shelley Duvall). We wished we'd had the menacing music with us to play as we drove. Even though I love the Beartooth Highway better for the wide...,The Shining road!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",What an amazing route. The views are incredible. There are plenty of spots to pull off the road and look out.,Awesome
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Iconic scenes throughout the national park. Plenty of turnouts to get pictures. Avalanche creed/ Trail of cedars was a little crowded from parking but very doable. After going down into the valley the road runs along the river with amazing view. Visitor centers along the...,Spectacular view
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",We were able to do the whole going to the sun road! We got up super early at like 3am and made it for sunrise! We had the road pretty much to ourselves. We the. Decided to hike at Logans pass after the sunrise as...,Absolutely Wonderful 
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","What a spectacular drive! Even though traffic was thick and slow moving (that's a good thing!) and many of the pull-outs were filled, this is a thrilling and gorgeous drive. If you have a fear of heights, suggest you drive from east to west as...",If you like mountain driving.........
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We drove the Going-to-the-Sun Road in its entirety twice during our stay at Glacier National Park, once going east and once going west. Jaw-dropping views and a great way to see many different areas of the park. The road, built in the early 1900's, is...",Stunning - A Must-Do
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",It is better to plan your trip either early in the morning or later in the afternoon to avoid the mass of tourists and limited parking. The entrance fee by car is $30 USD and is valid for a period of 7 days which is...,Narrow road with spectacular views
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This is one of the most beautiful and spectacular roads in the world. Rather than drive it we suggest you take the Red Bus. Leave the driving to them, and they are going to tell you about tons of stuff you would never see on...","If you're driving, GREAT! Even better, take the Red Bus!"
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","When we went there, it was a bit smoky from the forest fire yet it was still so beautiful! There are a lot of pullouts along the road where you can stop for a scenic photo",One of the best drives!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","If you are going to Glacier National Park, obviously you are driving this road. We were there the last few days of August and the smoke from the fire near Lake McDonald really dulled the views unfortunately. If you are thinking about going still this...",Special Place
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We rode the big red buses. We rode around the park viewing glaciers and waterfalls and just having a good time. At the rest stop, we saw big horn sheep in the mountainside. This was an interesting and fun ride.",Fun trip
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","I have never seen any place as awe inspiring as this park. The road is easily traveled, and you can often see deer, sheep, goats and even bear when traveling it. We hiked at the top, and it was exhilarating, even in the rain and...",Breathtaking!
"ui_bubble_rating bubble_40,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This was the second day of a bicycle tour and although the view are pretty spectacular, it can be a scary ride in places. The road is two lanes and there is no guard rail to speak of, only a 12"" tall wall that would...",Incredible to do on a bicycle but a LOT of work...
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","If you are a native Montanan or a visitor from anywhere else in the world, this should be on your itinerary, because it is the eighth wonder of the world.
If you have a sun roof, keep it open. There are 360 degree jaw-dropping views...",Breataking
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",The main road cuts the park in half and is nice to drive with many pull offs to take pictures and hike. There is a park shuttle that carries people throughout the park to stop at various stations. The vistas off the road are gorgeous...,Main Road Through Glacier National Park
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Only downside was the road's being closed at Logan Pass due to the fire. Drive was as beautiful as anticipated. If you go, take advantage of the many chances to stop and enjoy...but DON'T stop in the middle of the road!",Beautiful 
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","making it simple , it was in my bucket list and i check and i would do it again!!!! if you are looking for nature in the best , this is the place to go.",espetacular
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Unfortunately, the visit was marred by the wildfires. Our views were obscured by the hazy smoke and it really impaired our ability to enjoy the views. Visibility was limited to a few miles. Even with such heavy level of smoke, we could definitely see the...",Absolutely stunning scenery and views
"ui_bubble_rating bubble_50,ratingDate",,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_45,,
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Breathtaking scenery, and winding roads to the summit of the American Rockies; awesome views and the landscape is surreal. Gorgeous! Would do it again!",To the Top of the World!
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Truly an awe inspiring feat of civil engineering among God's handiwork. The toughest part was dodging the ridiculous other drivers who would stop abruptly to take pictures on their mobiles or swerve off the road to what they thought was a lay-by. We survived, of...",One of the best drives in North America
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",A must do but not for the faint of heart if you don't like heights. I'm a fan of National Parks and Glacier is definitely one of my favorites. Such an amazing and beautiful place. The views here are amazing and seem never ending. Don't...,Wow. Amazing
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",This is a staple of Glacier National Park! You get to see so much driving through the park's heart. Plus the hikes off the road are amazing. I'm a slow driver on the curves and there was enough pull outs I was able to take...,A Must Do
"ui_bubble_rating bubble_40,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","The sights are stunning, and totally worth the drive, but there are serious issues with Going to the Sun Road, including:
1- Incredibly narrow road, with virtually no security barrier between you and plummeting to your death over a massive cliff.
2- Are you afraid...","Stunning, but Scary!"
"ui_bubble_rating bubble_20,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Little did I know, as I dutifully reserved my $60 seat for a Red Bus Tour, that I could have taken a FREE Shuttle Bus on exactly the same route, for FREE, without the continuous chatter and commentary of meaningless trivia. And the FREE Shuttle...",Red Bus Frivolity
"ui_bubble_rating bubble_30,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Traffic was not bad despite it being the middle of summer. There are a few nice views from this road but it is nothing really special or spectacular which was quite surprising to us given the hype. The road is a pretty standard mountain road...,Ok but nothing special
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Goint-to-the-Sun Road starts off at beautiful clear water and continues climbing high into the glaciers. One of the most beautiful drives I've ever taken in my life and plenty of places to pull off along the way for pictures and more.,Wow!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",This is a beautiful road. Driving it early in the am or late in the day is better for traffic and for the light on the mountains.,Gotta do it
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This is the most scenic, most amazing, and most impressive piece of pavement in the lower 48. I can't speak for Alaska or Hawaiian Islands but this drive is a must do, even if you're 1 foot into eastern Montana. It's a road along a...",Feels Like the Alps
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",This road is the star of Glacier National Park and for good reason. Incredible views from every turn. Even though it was very busy when we were there - lots of cars and lots of construction going on - traffic still flowed pretty freely. Lots...,A must see highway
"ui_bubble_rating bubble_40,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This is the main attraction in Glacier,but we had issues due to the Sprague creek fire. The smoke was thick which hurt the beautiful vistas. Traffic was a problem and at many overlooks the lots were full., Recommend you stay in east side of the...",A must do but overrated
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This fabled road provides the best views of the most magnificent of all national parks. Period. Around every corner and atop every peak of this 52-mile trek lies a word-defying picture waiting to be photographed or painted. A word of caution is in order, however....",Wow! The best of the best.
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","If you go to Glacier NP, you MUST go along this road - BUT - rather than driving it (because it IS narrow and curvy, and it has length and width restrictions), the best way to experience it is in the iconic Red Bus Tours....",Red Bus Tour - Western Alpine - a Relaxing way to traverse Going-to-the-Sun Road
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",It's 50 miles long but when you get to the end you can't wait to go back the other way and see it all over again. Surely one of the most beautiful drives anywhere.,Can't get enough.
"ui_bubble_rating bubble_50,ratingDate",,
"ui_bubble_rating bubble_50,ratingDate",,
"ui_bubble_rating bubble_40,ratingDate",,
"ui_bubble_rating bubble_50,ratingDate",,
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",This is a once in a lifetime experience to see the most beautiful of all of the parks we have visited.,Go as a passenger
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","The road is two lane and there are restrictions on length of vehicle but it is well worth the drive. With current road construction it took us 90 minutes to drive up to Logan Pass from lake McDonald. The road passes waterfalls, weeping wall and...",One of a Kind Road in America
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This is an excellent tour especially when you ride in the Red Jammer, a bus that takes you and another 12 people through the scenic area of Glacier National Park and to the Sun Road. The driver explains some of the history related to the...",The Red Jammer takes you there
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We ventured out on our first morning in the park and even though we had read about going early, after a long previous day of travel we didn't hop of bed and on our way. Should have.
We didn't get to the park and the...",Beautiful views and lots of people looking 
