rating,reviews_index,reviews_topic
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Had been wanting to go to Bryce Canyon for a very long time. The scenery was breathtaking. We spent most of the day there and enjoyed every minute of it.,Beautiful Place to Visit
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","If you're within a couple hours of Bryce you should definitely drive there and even if don't have much time to hike, you can see quite a bit from the several pullouts along the park road.",Must go if nearby.
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","The landscape is unusual, interesting and awesome! make sure you do a couple of the ranger tours to learn more about the region.",Must see!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Bryce Canyon has some of the most amazing rock formations I have ever seen. Unlike the Grand Canyon which is very far to the bottom, visitors can walk through Bryce Canyon without too much difficulty. The area around Bryce Canyon is a combination of ranches...",Like nothing I have ever seen.
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",This place was on my bucket list. And im glad I made it here. The beauty of our country takes my breath away. Everyone needs to see the beauty,Wow on the scenery
"ui_bubble_rating bubble_40,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Use the free shuttle bus to get you to the many scenic views and walks. Scenery is out of this world. Everywhere you look is beautiful. We enjoyed a hike. It does get high and sheer in places, but readily able to do. (both over...",A must place to visit
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Use the shuttle to get from place to place, the Navajo Trial is the best hike to experience the canyon if you don't have a lot of time.",Unlike anything else on Earth
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We camped 4 days there at North camp ground. The nights were cold but the days are great for hiking and biking. The trails, Fairyland, Navajo, Queens Garden, Riggs Spring Loop are all amazing. We biked 100k to Red Canyon and back then to Rainbow...","Bryce Canyon, incomparable!!!"
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Like many national parks, one has to hike into the park to fully appreciate it. Rim views are great but the perspectives from down in the canyon are wonderful. Queen Garden trail connecting to Navaho Loop trail was amazing. Queen Garden had windows and arches...",Great park with hoodoos
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Spent the better part of the day touring and hiking in Bryce Canyon National Park We hiked the 1 1/2 mile rim trail from Sunset Point to Inspiration Point. Views were spectacular!.,2017 Driving Trip
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Bryce Canyon can only be described as one of the natural wonders of the world. The largest selection of hoodoos anywhere to be seen. It is strictly not a Canyon as it has only one side however it consists of many canyons or amphitheaters. The...,Not to be missed
"ui_bubble_rating bubble_40,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",This National Park is busy. Lots of people going to the same places to see the same things. The Number 1 Attraction which is a MUST is the Queens Garden/Navajo Loop Trail. The Rim Trail which is 11 miles long can be taken in sections...,Very Popular Park
"ui_bubble_rating bubble_40,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","great park that is pretty easy to access. trails interlink and meander among the hoodoos, with little effort. decent amenities including mixed use trail.",great park
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Just gorgeous. Advise hiking into the canyon to get away from the crowds and to really appreciate the geological features.,Camping and hiking
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Thoroughly amazing trip to Bryce Canyon with views to savour... as for the organisation it was amazing too... our tour guide Juan was knowledgeable, thoughtful to the guests and ensured we had an amazing day!",A long day but worth it
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","As ignorant Brits, we didn't know of Bryce Canyon and only visited because it was on our tour itinerary. Now, I would rate it as a must-see - not as grand as Yosemite or Grand Canyon, but more stunningly beautiful.
It looked great from the...",Absolutely stunning!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","My wife and I loved Zion and after talking to someone who had been here and suggesting Zion, when she responded, ""I have seen enough rocks!"" we worried about the rest of our trip and Bryce. All I can say is lady if you just...",A Wow Experience Even After Zion But Watch Out For Youth Envy
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Started our trip at the North rim of Grand Canyon. Thought that was amazing, went to Zion again wow and then Bryce WOW again. Beautiful wonderful area.",Beautiful
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","It's a one more amazing park and the Inspiration point is a must see place. One advice - if you are travelling with a car, drive to the end of the park and explore it backwards, because the views will be better and better driving...",Amazing - explore it from the end
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This is another great national park in Utah with wonderful scenery. You can take in the views from the lookout points (there are about a dozen of these along the road through the park) although to really appreciate the landscape, do some of the hikes....",Wonderful Landscape
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",I have to say that we found Bryce Canyon one of the most amazing places we have ever been. We booked before we left home to do a 3hr horse ride doing the peekaboo loop which we knew went down into the Canyon but never...,Amazing
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Bryce Canyon is absolutely beautiful. It deserves a few days to explore but even if you don't have that its worth just making a pit stop for a few hours to do the scenic drive and see the amphitheater. The colors are indescribable and it...,Beautiful Colors - Love it more than Grand Canyon!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",You really have to visit Bryce at least once in your life. The otherworldly views are difficult to describe. Try and stay in the park to enjoy the sunrise and sunset views which really do impact the sights of the amphitheater. The hikes are very...,Wow
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Bryce Canyon is an interesting national park. Although there are a number of hiking trails, you can see the ""hoodoo"" rock formations (and a huge natural arch) that are the main attraction by driving through the park to the different scenic overlooks. The park spans...",Amazing rock formations
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",I honestly think everyone should come experience this beautiful and astounding place. I have traveled a lot and have never in my life seen anything like it. The view points are breathtaking and the hikes are astounding! Everyone should see this enchanting place full of...,There is Nothing On Earth Like This Amazing Place
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This was park number four, on our five park vacation. Even late September had large crowds at the park. Not so much that it affected our visit. We came in from the east and started at the mossy cave hike. A good warmup. The main...",Great park!
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Came to Bryce Canyon after driving from Zion National Park (around a 2hrs drive). Good job we came as we thought it was out of the way. We drove through the park (paying the $20USD entrance fee) and stopped off at the main viewpoints along...,What a National Park 
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",We used the parking lot and the shuttle bus to enjoy the park. We rode to Bryce Point and made our way back to Sunrise Point via a mix of rim and canyon trails. A fantastic experience and great to see the y in which...,Fantastic!
"ui_bubble_rating bubble_40,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Really wonderful park. The free shuttle bus system works perfect and will take you to all major points in the park. I recommend using it since the park has limited parking space.
I can recommend the queen’s garden trail and the rim walk from Bryce...",Wonderful park
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","For many years, Volcanoes National Park in Hawaii was my favorite but I gotta say Bryce has surpassed it. Scenic views, amazing rock formations, trails, wildlife, changing weather, indescribable vistas.
Get there early, find a parking space, and then ride the buses and hike the...",My favorite place on earth
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",This place is magical. Has many great hikes with spectacular views. The colors are awesome. Great work out.,Awesome
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We spent two weeks in the four corners area of the Southwest and Bryce Canyon was my favorite spot. For me, this was the most beautiful landscape I've ever seen. The rock formations were full of multitudes of shapes and vibrant colors. This is a...",My Favorite of the Southwest
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Stunningly beautiful vistas,exotic hoodoos at the bottom of the canyons, and red/crimson colors that glow at sunrise and sunset make this national park and incredible experience. Bryce is unlike any other park I've seen. The hoodoos and rock formations are so varied and unique. You...",Spectacular!!!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","$30 entry or like us we had an annual pass. There is quite a lot to see.
The drive on the spine with all the lookouts are great for those who don't have much time or not able to walk too much. Drive to the...",Family visit
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",We decided to stop here after several people suggested it while we were at the Zion National Park! We are glad we did!! It was just amazing and we enjoyed one hike since we were limited on time due to it being a last minute...,Amazingly beautiful! A MUST SEE!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We hiked up the Rim Trail hiking path. It has overlooks at Sunrise Point, Sunset Point, Inspiration Point and Bryce Point. Prime viewing times are around sunup and sundown.",Hiking Rim Trail - Inspiration Point
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",This is an amazing national park. Definitely take the time to drive to Rainbow Point and enjoy the amphitheater by the visitors center.,Gorgeous 
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Went hiking in Bryce Canyon in October 2017. Did the queens garden hike and the two bridges hike. Both were beautiful hikes. Spent about four hours in the gorgeous sun in Bryce Canyon!,Bryce Canyon is gorgeous 
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Fascinating place, great hikes. We loved The Queens Garden Trail loop and Navajo loop which features the only slot canyon, Wall Street, in Bryce. The scenic byway Rt 12 is truly spectacular from Bryce City to Boulder.","Wow, Wow, Wow"
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We visited Bryce a few years ago, but just did the scenic drive and all the overlooks. If this is all you have time for, by all means do it. The vistas are absolutely stunning. I always regretted not having time to walk some of...",Unmatched natural beauty.
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",A fascinating national park. We hiked the Queens Garden trail. Beautiful area! Very steep...keep in mind you have to hike all the way back-up!,Hiking the canyon!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","What an incredible place is Bryce! Be sure to enjoy the visitor center and learn about the formation of the hoodoos!!!
We hiked the Navajo Trail today. The sign said Trail Closed, but it's really not. They are just working on it, but you can...",Amazing Geology!!!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We took in several trails inside the park and each was extra spectacular! A must see: Everyone has to go to the Sunset, Sunrise and Inspiration Points along the rim behind Bryce Canyon Lodge. The views are breathtaking from this mile long rim trail. If...",Unbelievable
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Bryce Park is really stunning! Cannot be missed on a trip in the southwest! Stunning views which change every 5 minutes you walk! For sure do the Queens+Navajo trail. Also the trail from Inspirstion point to Bryce point is worth your effort! You can park...,Beautiful :-) 
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",We were in Bryce in 2009 and decided to include it in our trip this year. Last time we stayed at the lodge at Ruby's but this time we stayed in Tropic which was much better. We went into Bryce yesterday morning then again this...,Return visit!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We spent two days here and the whole park is just stunning.
If you don’t have long head to Bryce Point, Inspiration Point and Navajo Loop. If you have longer drive out to Rainbow Point at the furthest end.
There are plenty of loos, a...",Just incredible. 
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","What can one say. We do feel this is one of the most unique experiences one can have in any National park! The sheer beauty of the land is breathtaking. The hoodoos while found elsewhere are in such multitudes, one gasps. The flora is changing...",Hoodoo?
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We’ve been in 28 National Parks so far.
All of them are beautiful, but Bryce makes us coming back for the third time.
It is small comparing to others, but incredibly beautiful with hikes that make you think you are in a wonderland",The National Park to come back many times 
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Bryce Canyon is very popular, for good reason: the views are awe inspiring. The section close to the visitors center is accessed by shuttle bus. There is also a scenic road for sections a bit farther away. We enjoyed the hiking despite some sprinkles and...",Bryce Canyon NP is awe inspiring
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",The whole trip around the Bryce Canyon NP was excellent with son=me fantastic stops to take those photos. Need to have good weather as our last visit 4 years ago was a complete washout with the bad weather,Fantastic views
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",I went to Bryce Canyon National Park with limited expectations and found myself engrossed by the other-worldy landscape. What really appealed was the variety of features and the many opportunities for walks of different lengths and difficulties and in different environments. We walked part of...,Much more interesting than expected 
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Bryce Canyon is a very beautiful National Park. Parking in the park is busy, take the free shuttle from town and hop on and off at all the major trails. Rim trail from Bryce Point to Inspiration point is easy and absolutely beautiful,",Use the free shuttle
"ui_bubble_rating bubble_40,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We planned this out in detail but nothing could stop reality from happening. We got there mid-day on September 14, 2017 in a thunder storm with hail on the roads and trails. The snowplow was out, strong wind, and sleet hitting our windshield. Determined to...","Bryce Canyon National Park different perspective, what we learned"
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Bryce Canyon really is incredibly beautiful. The rock formations are staggeringly beautiful and easy to view as there are many driveable viewpoints. We visited on a day when the weather was not brilliant, I imagine it must be even more stunning at sunset. Very much...",Beautiful State Park
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","In my opinion, one of the most spectacular National Parks. Many people only go to Sunrise and Sunset Points. Make sure to go all the way to Rainbow, the end of road.",Must see
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","After spending a week in Utah and going to several National parks in the area, Bryce was by far the most amazing site.
Even if you only have a few hours to spend there, I would definitely recommend going. My group only had about three...",Unbelievable
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Bryce National Park is simply exceptional and a unique place in earth. I do not believe there are rock formations similar to these anywhere on earth.
This park is very personal as it is easy to be fully submerged into the park and it’s wonders....",Wow Best National Park we have ever been in
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Bryce Canyon is so colorful. The orange red magenta ""sandcastles"" are fantastic. The golden aspens shimmer against the deep blue sky. Visitor Centers offer educational exhibits as well as souvenirs. The National Park is easily experienced in one day.",Fall Colors 
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Took us 4 hours to get there from Vegas, but it was a beautiful drive and well worth the trip. We stayed 3 days, drove around one, got rained out the other and hiked the last. Two days is plenty unless you want to do...",Uniquely Beautiful!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Bryce Canyon remains a place of beauty. You can come here over and over again. The colors, the light, the atmosphere will never disappoint! Especially the walks through the hoodoos of the amfitheater were unforgettable. So can something magical easily be classical.",Of magical and classical beauty
"ui_bubble_rating bubble_30,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Bryce isn't as organized as Zion. The parking lots at the turn-outs were almost comical with how confused people were and the lines of cars waiting to get in. Tour buses everywhere so better to drive the road early morning or late afternoon. That said,...",Low down on Bryce...
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Bryce Canyon National Park is full of otherworldly beauty. Make sure you get down into the canyons and don't just observe from the overlooks at the top. We wished we had the time to enjoy a meal at the rustic lodge. Make sure you bring...,Otherworldly beauty
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","As part of our get away days from the hustle and bustle of Las Vegas, this was a quiet and wonderful stop. We drove around the park,making stops at every scenic overlook along the way. Each stop seemed better than the last. Unfortunately our schedule...",Beautiful beyond belief
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Started out by catching a very light ""thunder shower"" that we kept the moonroof OPEN Then later while exploring elsewhere a REAL thunder shower occurred & even a rainbow happened. In summertime Byrce is a mountain retreat of rocks & beauty!",Evev when crowded Bryce is GREAT
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","One of the must see places in the USA if you want to visit, hike or trek. Too many nice things to see here, so I suggest you get online and google this place. One advice though is do both Bryce Canyon and Zion National...",Majestic
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",We saw many canyons while in Utah if I had to pick just one to see it would be Bryce Canyon. There were tunnels and many different things to see. It had a little bit of what every other canyon had.,Best Canyon
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We loved the views, the vistas, the amazing formations called hutus (sp?). It was warm at the bottom and cold at the top so be prepared!",Must see natural beauty
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",One can easily spend days at this Park we only saw the Amphitheatre and Swamp Canyon. The Ampitheatre is surprising gorgeous - the unique rock formation are intriguing. Its so big that had to stitch several picture to gether to get the whole vast ampitheatre...,Bryce Canyon National Park
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Love, love this majestic place we visited in late August such beautiful place. We only trekked on trail that allowed dogs but it was still delightful to see. They had tours via horseback which took you down to the canyon. We missed out on that...",A must see add to your bucket list 
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","My wife and I had been planning a trip to the five national parks in southern Utah for several years, and finally we made plans to go. First was Zion, with Bryce Canyon, Capitol Reef, Canyonlands and then Arches to wind up the trip. Needless...",First class national park in a state with first class parks
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",The National Parks here in Utah are all just breathtaking. All different and unique. We enjoyed Bryce Canyon and the views were unbelievable. It is mostly a drive and park adventure with walking views and trails that looked to be for the more experienced hikers....,Can't get enough!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","After a week spending time in Antelope canyon, Arches, Canyonlands and Zion, we are finally in Bryce. Smaller and easily navigated by car, there are spectacular views every where you look. Clear your memory card because you can take hundreds of beautiful pictures at each...",Best of the mighty 5
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","I must admit that driving into the park at first was underwhelming (except for the mule deer herd). However, when I got my first glimpse of Fairview overlook, I almost died. This place makes you truly appreciate the beauty in this world. I would not...",Truly Awe Inspiring!!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","The beauty here is incredible. Lots to do.
Many hikes of all levels. Rangers and other park staff friendly and helpful.
This visit we had an excellent shuttle driver (Randy) who helped us select the best hike and was very informative as he took us...",Stunning views - Beautiful place - Great people
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","I loved Bryce because it was small, easily driveable, and the hikes were nothing like I've ever been on. The landscape is absolutely stunning and the colors are just radical.",Laid back NP
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We have seen the Grand Canyon which was awesome, however, the Bryce Canyon will leave you in awe of the wonders. Well worth the trip. As a elderly couple, we used the free shuttle throughout the park and stooped at each site to view and...",Must see Canyon in Utah
