rating,reviews_index,reviews_topic
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","What can you say. The views are fantastic, particularly in you wander about on the trails up on the ridge.",We just love the alpine
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","The views in every direction were worth the 45 minute drive up from Port Angeles! Plus, with the many scenic overlooks, the drive seemed much shorter. It lived up to its name with gusty winds and quite a temperature drop. While I was there I...",Beautiful vistas!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",This hike was well worth the uphill trip to get to the top. Views were amazing and the hike was beautiful!,Amazing view!
"ui_bubble_rating bubble_40,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Yes you have a wonderful view but it's a bit of a drive. If your time is limited skip it, especially if it's cloudy",Go if you have time
"ui_bubble_rating bubble_45,book_text,and_up",,
"ui_bubble_rating bubble_45,book_text,and_up",,
ui_bubble_rating bubble_45,,
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Great visitor center with food, info & lots of Olympic merchandise to buy! The views are worth the drive. There are some easy short hikes there too. We did the longer 6 mile hike to Klahane Ridge for more outstanding views, but carry lots of...",Cool views
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Beautiful and breathtaking views of Olympic National park and Mount Olympus. When we were there we even saw a Deer strolling the area. Note that drive up the mountain is a bit winding so not for those uncomfortable driving up edge of mountains.,If you only have time for one thing at Olympic National Park see this
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",My friend and I started our day trip visit to Olympic National Park at the Hoh Rainforest and ended up having time to check out Hurricane Ridge also. What a blessing to have been able to make it in time to spend an hour or...,Real Life Fairy Tale
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","You MUST go if you visit the Olympic Peninsula or Port Angeles. It is truly spectacular, with a mountaintop view of mountaintops - peak after peak after peak.",Amazing!
"ui_bubble_rating bubble_40,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Came here in the evening and saw beautiful snow dotted mountains. Some nice hikes where we saw marmots, deer, rabbits. Only problem was the abundance of flies in the evening. By the time the stats were out the flies were gone and the night sky...",Mountain scenery 
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","The drive is very pretty and the Hurricane Hill hike is a little tough - a lot of uphill and then, yes the downhill, but worth it! We saw LOTS of deer on the hill - they are very acclimated to humans, obviously. We also...",Great drive and awesome hike!
"ui_bubble_rating bubble_45,book_text,and_up",,
"ui_bubble_rating bubble_45,book_text,and_up",,
ui_bubble_rating bubble_45,,
"ui_bubble_rating bubble_40,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","The view from the top of the hurricane ridge is awesome. We saw green carpeted mountains from the top, which are covered with green trees fully. We also saw some deers at the top and very happy to be in the place.
If we pay...","Awesome view of the olympic mountains. but, still the road needs safety barriers in side"
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","The views from Hurricane Ridge are not to be missed and we had beautiful clear weather on the day we visited. The visitor center had clean bathrooms, a good selection of items in the gift shop, ranger talks, and a variety of trails to hike....",Great trails and visitor center
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",You drive up to the Visitor Center than you can get info there about hiking trails. Once you get on the hiking trail you will not regret it. You can even see Canada (Vancouver Island) from the ridge., Very nice hike
"ui_bubble_rating bubble_45,book_text,and_up",,
"ui_bubble_rating bubble_45,book_text,and_up",,
ui_bubble_rating bubble_45,,
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Great views, love the scenery and the quietness of the surroundings! Great place to visit! Nice gift shop tool",Beautiful views wonderful park!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We were with a group of photographers. We were in fact there twice. One time in the morning and one time for a Sunrise shoot.
It is a good place for photos. The morning of the Sunrise shoot, I am afraid we interrupted a romantic...",A good view of grand vistas
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Wow, what a view of the middle of the Olympic Range and Mt. Olympus! Try to go on a sunny day if possible--which would be late summer in WA. Our day was perfect!! The drive up and down is beautiful and feels safe. Not a...",Amazing views!!
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This hike is 5.2km with a 650 foot elevation gain to a height of 5700Ft. It is gorgeous and you will see endemic Olympic marmots and endemic Olympic chipmunks if you go before they hibernate in sept.
You can also see mountain goats (be careful...",Amazing hike 
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Wasn't sure about driving up to the Ridge. Glad I did. Beautiful views, better than I was expecting. Good road. Sea level to over 5000' in less than 20 miles. Don't forget your senior pass.",Killer views
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","What a great PAVED hike to take young kids on. The drive is about forty minutes from the port angeles visitor center. Views of Vancouver Island and Mount Olympus steal the show. Saw a few black tailed deer, too!",International views 
"ui_bubble_rating bubble_50,book_text,and_up",,
"ui_bubble_rating bubble_50,book_text,and_up",,
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","If you are afraid of heights like I am, don't let that stop you! The drive to the top was worth it. The views are stunning and we enjoyed a couple of beautiful hikes. On the trails, we saw mountain goats and several marmots. There...",Stunning
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Hiking from the Hurricane Ridge Visitor Center offers something for all levels. You can stroll around and enjoy the views, or adventure out on a 7+ mile hike of varying difficulty. Reminiscent of the Alps.",Perfect hiking for all abilities
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We've been to Olympic Park several times but this was our first visit to this incredible attraction. Unfortunately, smoke from the surrounding active fires inhibited the view and air quality and made for less than stellar photography. Be sure to bring a jacket as the...",Breathtaking Views and Vistas
"ui_bubble_rating bubble_40,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","What a beautiful place! We took several hikes and saw lots of wildlife, including black-tailed deer, blue grouse, and a marmot. The views are wonderful, especially from Hurricane Hill.
The cafe and gift shop prices were high. Dress in layers so that you can adjust...",Dress in Layers and be ready to hike
"ui_bubble_rating bubble_50,book_text,and_up",,
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",The hike to Hurricane Ridge is best accessed from the Hurricane Ridge Visitors Center. It is not for the faint of heart . You will not be disappointed with the awesome view. Take lots of water as you will be doing a lot of huffin...,Awesome View
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Our first day at Hurricane Ridge was overcast. There were plenty of snow pockets to play on. Some of the trails were blocked by packed snow. This was a bonus for my kids who are from a sub tropical climate. Playing in the snow in...,Must Go Hurricane Ridge Olympic National Park
"ui_bubble_rating bubble_40,ratingDate relativeDate,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Area fires caused poor visibility when we hiked Hurricane Ridge in early August 2017. What we saw was beautiful - summer flowers in bloom! - but the expansive views were absent. My iWatch confirmed what I had read about the distance (1.6 mi. one way)....,"What I could see was beautiful, but the best views were obscured by smog from fires"
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Beautiful meadows and majestic mountain views.We also spotted many deers.Easy to do with the entire family.Everyone enjoyed the hikes,Great hike and wonderful views
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Our plan was to drive up to Hurricane Ridge (then Crescent Lake and Sol Duc) on the day of the eclipse. It was also the plan of everyone else in the park and the Ridge parking was full by 9:15. So we reversed our day...,Beautiful view
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Stayed in Port Angeles and decided to take the drive up to Hurricane Ridge and was SO glad we did. It was a bright, sunny day and the view was AMAZING! It didn't take us very long to get to the top and there were...",So Worth the Drive!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",On a clear sunny day this is the best spot on Earth. The views are jaw dropping. The hikes at the visitor center are mostly paved and pretty easy.,Great view!
"ui_bubble_rating bubble_40,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",This is an AMAZING drive through deep green forest pines. The road winds for miles climbing the road to the top and overlook if a beautiful snow topped distant mountain range. 8000 foot My Olympus is the thriller in the range- so beautiful. Wonderful gift...,Breath taking!
"ui_bubble_rating bubble_10,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Charging $25 per car is fine because you can have a car full of people. But $20 for one person on a motorcycle is outrageous. Talk about greed.,I'm sure the views are great but holy expensive.
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Absolutely beautiful! Hurricane Hill was a great hike and had amazing views. We went early (we visited over Labor Day weekend) and when we left around 11am - we counted over 100 cars in line waiting to get into the park! If you visit around...,Views!
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Really enjoy the view from the Ridge, especially when it's been rainy. You can get above the clouds and see the sun most of the time. Good place for short hikes also. In the summer there are many more people parking at the visitor center,...",See Canada from the Ridge.
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We arrived at noon and hiked up Hurricane Hill, with simply wonderful views of the Olympic Mountain Chain, Mount Baker, the straight with Canada on the northern edge. We took the top mile or so of the offshoot trail toward the Elwa River and stopped...",Amazing views at the top of the park.
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",We started up the ridge early before the crowd started showing up. Its a 1.6 mile hike to the top. A moderate hike with some awesome views. We where above the clouds on the Port Angeles side of the trail so we were unable to...,Hike up Hurricane
"ui_bubble_rating bubble_45,book_text,and_up",,
"ui_bubble_rating bubble_45,book_text,and_up",,
ui_bubble_rating bubble_45,,
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",We went to Hurricane Ridge in July. The views were amazing. There was a little snow on the ground in a couple of areas. The deer were friendly (we did not approach) and seems comfortable around people. The gift shop made the kids happy. It...,Beautiful Scenery
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Even on a cloudy day, the views from the top of the ridge are amazing. Can be windy and raw depending on the wind direction and snow fields surrounding the area. A must see, bring a coat or jacket just in case.",Expansive Views!
"ui_bubble_rating bubble_45,book_text,and_up",,
"ui_bubble_rating bubble_45,book_text,and_up",,
ui_bubble_rating bubble_45,,
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",My wife visited here this weekend. What a beautiful place in Washingtons Olympic Peninsula. The last time we were here was 25 years ago. It never seems to disappoint. After you drive up the 17 mile incline the road turns to the right to reveal...,A timeless place
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We took the hike of Hurricane Hill. The trail is about 3 miles roundtrip and well-paved. It was a very easy hike, though the sun was intensely hot and bright. The really warm weather brought the great view of the ridge and other mountains. We...",An easy hike to a breathtaking view.
"ui_bubble_rating bubble_45,book_text,and_up",,
"ui_bubble_rating bubble_45,book_text,and_up",,
ui_bubble_rating bubble_45,,
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","If you visit Olympic National Park, be sure to include Hurricane Ridge. The sweeping panorama is unforgettable. There are deer all around and a nice visitors' center. Park rangers offer talks and walks and there is a short film describing the unique character of the...",Magnificent Example of Pacific Northwest beauty
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Just 17 miles on good roads from Port Angeles is the amazing Hurricane Ridge. Check out the Visitor Center with tips from the Rangers, bathrooms, gift shop and cafe.
Now hike.
We did the Hurricane Hill which took us a total of 2.5 hours (with...",Amazing Hikes and Views
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Unbelievable views, well worth the drive up. We headed up early in the morning and missed the afternoon crowds. Easy walking trails and a nice information centre.",A must see 
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","It was a perfect sunny day and temps were in the mid-upper 70s, so hiking conditions were great. We hiked to Hurricane Hill. The view was gorgeous! For a flat-lander in his mid 60s, the trail was moderately difficult - mostly because of the incline....",You can see for miles
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","The hike to hurricane ridge is pretty and the view at the top is breathtaking. If you like to hike, you should definitely plan to hike the ridge on your way through.",Beautiful views
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","The view from Hurricane Ridge was wonderful. Lots of wildflowers still out in July with signs that explain types of flowers along the trail. The trail was wide and well maintained. About a 200 foot elevation, but the incline was easy.",Wonderful view! Relatively easy hike to the top
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",We hiked up with our toddler daughter and we all had a great time. She loved the making a snowball from the left over snow and ice on the shady side of the mountain. We saw a bear off at a safe distance. There was...,Good hike and great views
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Yes, you see beautiful views from the visitor center, but, if you can, do the hike to Hurricane Hill! This is a rather short hike (5 km/3.2 miles) with 300m/900 ft elevation gain, but has beautiful views along the entire trail. We did the hike...",Don't leave without hiking to Hurricane Hill!
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Drive the 18 mile well maintained, paved, but winding road from sea level to 5000+ ft. Come around the last curve to the parking lot and see the Olympics in front of you. Stop in the visitor center to see exhibits or listen to a...",Worth the trip(even with BC wildfire smoke).
"ui_bubble_rating bubble_30,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","It wass sunny and mostly clear down below when we decided to visit Hurricane Ridge. The top was in the clouds, with infrequent breaks. I gather that is to be expected. So, to us it was only average.",Not much of a view
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","The views from Hurricane Ridge are fantastic. In one direction the Olympic mountain range and you feel as if you are on top of the world, in the other direction views over to Vancouver Island and way beyond. You do need to do the short...",Fantastic but you need the weather
"ui_bubble_rating bubble_10,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",There are literally 1000's of better view spots and hiking trails in Washington. The $20 motorcycle entrance fee is outrageous. They call it a 7 day pass but 99% of the visitors are there for a few of hours. The line to get in was...,Not worth the money or headache!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","The view is really magnificent despite poor visibility caused by wild fire in British Columbia. We joined a tour led by a ranger. The tour is instructional and the ranger is very professional. I will certainly come back later when the air is clear.
The...",Excellent tour guided by ranger
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Visited this place during summer this year. What an amazing view near the visitor centre. A short track up the ridge will provide you with ample opportunity to snap many great photos. Do put on sun block if you're visiting this place summer.,Amazing view
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","The Hurricane ridge Visitor Center is the nicest within the park. If you have time, go at Sunset and walk the trail to the top of hurricane Ridge. It's steep but worth the climb. Make sure you leave time to hike down. Otherwise bring a...",Hike to the top for sunset views
"ui_bubble_rating bubble_40,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Nice to drive to the top of the ridge. Do not miss the ranger' talk and walk. They are really professional! That is a good opportunity to know the area!,nice scenary
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","A great way to see the top by driving up, then you can get an overview of the Park, as well as see the Juan de Fuca straight. There are paved walks at the top anyone can do, and some more challenging like to Hurricane...",Nice to have access to the top by car
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Great day to go for visibility. But could see the magic of being in the clouds the next day.
Easily see ships passing through the straight along with Victoria across the way.
Well maintained trails made for easy walking. Kids loved the views.",BlueBird Day
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",It takes about 45 minutes to get here from Port Angels. It is a scenic drive up the mountain. There is a visitor center with facilities and stunning views. There are 3 main hiking paths. Two are easy on a paved path and one is...,Gorgeous and nice hike for the quick visit
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","If you're looking for a peaceful trial this isn't it. Lots of people using the trails and completely full car park.
Great uphill hike to hurricane hill. Views at the top to Vancouver island. Saw marmots, grouse, eagles and lots of deer. Other hikers on...",Great rewarding hike
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","The fires in the area partly blocked the fantastic views from the top,we were lucky that there was a wind shift direction and we were able to see the vistas .
Some hikes lead up to snow patches even in August","Lucky to have litt;le fog/smoke at the top,great views and easy hikes"
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","The drive to the top of the mountain is awesome. We were then when the fires were burning in Canada so it was a bit hazy, but still we had awesome views of the mountains and glaciers. Be careful on the drive up as we...",Probably the Best of Olympic
"ui_bubble_rating bubble_40,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Was really looking forward to coming here. We started on one of the hikes but quickly realized that we wouldn't see much except what was very near the path. The smoke was pretty heavy from the BC wildfires. Got a few photos on the way...,Probably has great views without the smoke
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","what a gorgous place! I felt like I was hiking in the clouds. This place has it all: Spectacular views, Flowers, Animals, Mountains, and well maintained paths.",What a hike!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We talked ourselves up to bike the 18 mile road up to hurricane ridge. The first four miles were the toughest but the bike rental company told us not to be disheartened so we pushed on. We are both fairly fit, although not expert cyclists...",Beyond Challenging bike ride
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Lovely view and nice hikes. A awesome drive with views of Canada and the strait. Chose a clear day and you can see miles away.,Aug 2017
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",We arrived into Port Angeles by ferry around lunch time on a Monday. By mid-afternoon we a mile high in the mountains surrounded by fantastic views and some cute little critters. We went from seeing whales during the ferry crossing to coming face to snout...,Easy to get to and well worth the time...
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This view is well worth the drive up the mountain. The almost 360 degree view is breathtaking. And there were numerous deer wandering around, up close and personal.",Stunning view 
"ui_bubble_rating bubble_50,book_text,and_up",,
"ui_bubble_rating bubble_50,book_text,and_up",,
"ui_bubble_rating bubble_45,book_text,and_up",,
"ui_bubble_rating bubble_45,book_text,and_up",,
ui_bubble_rating bubble_45,,
"ui_bubble_rating bubble_40,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",What a nice drive to the Visitor's Center! There are several stops on the way up the mountain where you're rewarded with a spectacular vista of Olympic National Park including the glaciers. There's are pleasant walking trails around the parking area but not really much...,Take a walk in the park and take in the view!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Hurricane Ridge is so beautiful it almost feels made up. After an easy and delightful drive up a steep road (stop to see the views on the way up), you arrive at the visitor center at the top of the Ridge. As you get out...",One of the most beautiful places we've ever been
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This was our first time visiting Olympic National Park. It was a beautiful and clear day with temps in the low 60s, the perfect temperature for a hike. Taking the advise of the ranger, we did the iconic Hurricane Hill hike, 3 miles round trip,...","Hurricane Ridge is amazing. The visitor center has this beautiful view, with helpful rangers and a great gift shop."
"ui_bubble_rating bubble_45,book_text,and_up",,
"ui_bubble_rating bubble_45,book_text,and_up",,
ui_bubble_rating bubble_45,,
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This is a great way to access the top of the ridge w/out the hiking. Go on a clear day, and stop along the way to see sweeping views of the Cascades, Mount Baker, and Vancouver. At the top, check out the video of the...",Above it all
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Incredible, jaw dropping views from an easy trail. One of the best ways to take in olympic national park interior. Views from the visitors center are grand. Wildlife everywhere. Totally worth the 17 mile drive to get here.",Do not miss this!
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Well worth a visit and if your in and around Seattle / Olympic national park this is a must.
There's a great safe road that goes right up to the summit and has lot of pull in spots for pics. Go the hurricane ridge visitors...",A MUST....
