rating,reviews_index,reviews_topic
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Great spot.
The drive is beautiful.
The scenery is outstanding.
The parking is fine.
The visitor center is interesting.
The film is informative.",Excellent National Park
"ui_bubble_rating bubble_50,ratingDate relativeDate",,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_45,,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_50,,
"ui_bubble_rating bubble_50,ratingDate relativeDate",,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_45,,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_50,,
"ui_bubble_rating bubble_50,ratingDate relativeDate",,
"ui_bubble_rating bubble_50,ratingDate relativeDate",,
"ui_bubble_rating bubble_50,ratingDate relativeDate",,
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","My husband and I arose early one October morning to be on top of Cadillac Mountain before sunrise. It is chilly so bring a blanket, hat and gloves! Get there early enough to not have to walk so far from your car to the summit....",Worth getting up early!!
"ui_bubble_rating bubble_30,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Be prepared for the crowd. Lots of people assemble at the peak and surrounding area. Sunset is spectacular when the conditions are right. It’s a trade off- if you prefer staying off the beaten path- this may not be your best choice.,Sunset on Cadillac Moutain
"ui_bubble_rating bubble_40,ratingDate",,
"ui_bubble_rating bubble_50,ratingDate relativeDate",,
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We hiked the moderate trail to the top of the mountain on a rather warm September day. We needed plenty of water and it was a little warm for this hike, but it was well worth the trip up the trail to see the views...",Hike or Drive; But Don't Miss
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",The views are gorgeous. Such a wonderful way to see the city of Bar Harbor in the distance and the incredible beauty of the park.,Incredible Views
"ui_bubble_rating bubble_40,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We did the loop road and were going to skip this since we heard how bad the parking was and felt we had already seen the same views ... just much lower. However, we had time left at the end of the day and went....",Amazing views ... don't go when it is crowded!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","The parking lot at the top of Cadillac Mountain is small so you may have to circle it repeatedly until a spot opens, but it's worth the wait. It's chilly and windy at the top, so come prepared and bring your camera. The views are...",One breathtaking view after another
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",We enjoyed walking around at Cadillac Mountain. It is easy to drive to and park. The views are outstanding!,Beautiful views!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Got up at 4 a.m. to get to the summit of Cadillac Mountain. Well worth it! Amazing to be one of the first people on mainland US to see sunrise. Great view of the stars and Milky Way upon arrival. Depending upon time of year,...",Sunrise on Cadillac Mountain is a must-do in Maine.
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Beautiful hike up to the top of the mountain. It was about a 3 1/2 mile hike up to the top with beautiful views!!,Hiking
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Wonderful views all around. Bird watching going on up top too. We were lucky enough to have a clear day to see for miles. Go early though because traffic was lined up coming to the top of the mountain when we started back down. We...,Great Views!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We drove through Acadia National Park and visited most of the attractions there. The Cadillac Mountain trail and offbeat paths are fantastic and something you must see if you are in this part of Maine. We drove from Bangor, ME which was about an hour...",Outstanding Public Treasure
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Short drive on a good road to get elevation from which to view the coastline, see cruise ships, etc. Beautiful vantage point.",Fantastic view
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",If you are in Maine don't miss Cadillac mountain. The view takes in all of Mt. Desert island and the Maine coastline. You can get there by car and there is plenty of parking.,"Wow, wow, wow"
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","The views are breathtaking, but don't expect to see them on your own, Youll be elbow to elbow with hundreds of people.","Outstanding views, but horrible traffic"
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","On the first afternoon of our arrival to Acadia NP, we drove up to the top of Cadillac Mountain. We were told we really needed to come at sunrise and we did - I had thought there wouldn't be that many folks up at that...",Amazing sunrise!
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We went first Saturday in October for the sunrise and some hiking. We arrived at 5am, quite a bit before the sunrise and were about the 10th car there. The drive up was easy. It was a challenge to figure out where best to go...","Great views, go for the sunrise"
"ui_bubble_rating bubble_30,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Beautiful view if it's clear.
We drove up pre dawn and kinda saw the sunrise through the fog/clouds. We drove back down and came back around 11. It was clear at this point but parking was a bear. Drove 4 laps before snagging a spot....",Luck of the Draw
"ui_bubble_rating bubble_50,ratingDate relativeDate",,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_45,,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_50,,
"ui_bubble_rating bubble_50,ratingDate relativeDate",,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_45,,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_50,,
"ui_bubble_rating bubble_50,ratingDate relativeDate",,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_45,,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_50,,
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Lots of places at the top to walk and look out at the ocean. It’s awe inspiring. Don’t forget your camera. Nice little gift shop and restrooms are clean. Vistas also on the way u and down.,Beautiful vistas
"ui_bubble_rating bubble_40,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",We drove up to the top of Cadillac as the shuttle buses don't go there. We had read reviews that mentioned problems with parking but at the time that we were there the parking was easy. Possibly at sunrise or sunset it may have been...,No Problem Parking Mid-September
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Go here at least twice a year. Go I. The middle of the night and watch the crack of dawn. Beautiful. Also, a great place to hike.",Mountain view
"ui_bubble_rating bubble_30,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",The view from the top is great but to be honest the park trail is not spectacular. Perhaps we were comparing it to Yellowstone. It was a long ride on a bus to see trees. Another couple of weeks and the trees will be worth...,Great View but......
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Very difficult to find parking but incredible views. People leave frequently so wait for a spot and one will open within a few minutes. Potties near the gift shop,Amazing views but a bit of a zoo
"ui_bubble_rating bubble_30,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Views of Bar Harbor and beyond with 360 degrees of scenery, but realize this is the number 1 spot for every cruise ship tourist from Bar Harbor so be prepared to be elbow to elbow in a crowd.
Plus, the experience of finding a parking...",Primary Tourist Attraction in Arcadia
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",We went up 45 minutes before sunrise but really should have given it a full hour. The colors start that early and it was awesome. Extremely cold so make sure to dress warm and maybe have gloves. Pic is still 30 minutes before sunrise.,Awesome sunrise
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We had to visit twice-the 1st day it got foggier & foggier as we drove up & up until we couldn't see the car in front of us! A family member had joined a trolley tour, and they didn't even attempt the ascent since there...",Beautiful-if Mother Nature is in a good mood!
"ui_bubble_rating bubble_50,ratingDate",,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_45,,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_50,,
"ui_bubble_rating bubble_40,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Recently drove up Cadillac Mtn. First time was 60 years ago on our honeymoon. This time we cudn't believe the mass of people enjoying it. Hikers and bikers. Be considerate
of the bikers. The views are wonderful. Try to make it for sunrise.",Wonderful for all ages
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Get there about an hour or so before sunrise-- yes its early but it's an amazing sight! I would also verify little/no clouds the night before to ensure your early morning will not be in vain :) If you're hotel offers coffee/tea to go definitely...,Does Not Disappoint--Dress Warmly!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",You can't really go to Acadia and not drive up to the top of Cadillac Mountain. Such wonderful views and beauty sunsets.,The views!
"ui_bubble_rating bubble_50,ratingDate",,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_45,,
ui_bubble_rating bubble_50,,
ui_bubble_rating bubble_50,,
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",I was able to watch the sunrise from Cadillac Mountain two mornings in a row and was amazed at the beauty of it. There is nothing like watching it first crest over the clouds. The glory of God's creation is breathtaking! Get there early and...,Amazing Sunrise!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Parking here is a pain! Now that that is over....the experience is well worth it! I am so glad that we decided to keep trying until we found a spot. We really enjoyed seeing Acadia from this vantage point. This was one of the highlights...,Great Experience...worth the trip!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Cadillac my.went with a tour bus company from town great views from top ,day we went there was a haze but still got some good picture s , believe tour company was bar harbor tours, driver and guide was a walking encyclopedia of history and...",Up the mountain
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","It worth getting here on a bright day. Have a 360 degrees view, the trail is really easy and the view is amazing",Don't miss it
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","highest point on island, 360 views, several trails you can take- long, short, easy, vigorous. very nice gift shop on top. found my favorite tshirt for acadia park that i had seen on the island. good size parking lot, bathroom facilities.",nice
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",we set the alarm for 5:00am and got to the Mountain top at 5:30 and had no trouble parking. By the sunrise it was full and cars were parked down the mountain. I wasn't sure which was East so I stood behind the people with...,5:00 am is crazy on vacation but worth the lack of sleep:)
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",The view from Cadillac mountain was breathtaking the history was also very interesting a must see on a clear day !,Breathtaking 
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",We loved the sunrise and sunset at Cadillac mountain. Be sure to get the an hour to hour and a half early. Even in Oct it's busy. We were told to go very early to see the stars by our hotel staff. By far the...,"Sunrise, sunset and don't forget the stars"
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Must be incredible at the height of foliage, sunset or sunrise. Still very beautiful viiew and worth the drive up.","September was a great tme to go, parking wasn't bad"
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Cadillac Mountain is a must do while in Acadia. It offers a spectacular view of the bay and ocean and lakes. We also went to the top to view the sunrise. It's recommended you go early, we went a half hour early, so we could...",Visited during the day for a great view of the bay and again for sunrise
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","We drove up the mountain - such amazing views! We got to the top and walked around in a strong wind and could see huge clouds blowing in toward us. About 10 minutes later, we were lost in the middle of a cloud and surrounded...",Unique experience
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This is a great perch to see Bar Harbor itself and landmarks east from it's summit. Also, a little further down on the west side you can see the southwest landmarks. But if you are adventurous enough to drive up Cadillac Mountain in the dark,...",Eastern Most Sunrise
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Missed the sunrise...but the views are awesome! This is just a small part of Acadia...so many trails and areas to explore...we loved it!,Views galore
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Worth the 20 minute drive up. Don't stop at the turnouts along the way. Just get to the top and take the time you need to explore and take photos. The views are majestic, but the experience was spectacular as not only do you take...",Highlight of Acadia!!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",A must see if you are staying in Bar Harbor or Ellsworth Maine. Acadia National Park is truly a treasure and worth spending some time to see some of the most beautiful sights you will ever experience.,Beautiful Area
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","It is well worth the drive up the mountain to see the views from the top. Once there you can walk around and even with the parking lot full, it's quite easy to get to a spot where you are alone in the peace and...",Fantastic Views!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Beautiful drive up the mountain, plentiful trails for hiking and a fantastic view of the area at the summit make this a must stop in Acadia.",Spectacular Views
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Take the drive up to Cadillac Mountain and enjoy the views. The road winds up the mountain, and once you get there park for a while. There is a short loop trail to get you the best views.",Must Do
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Stunning 360 degree views of the ocean, islands, granite coast and mountains! We have been lucky enough to visit several times, must recently for the 9/23/17 Star Party. It was exceptionally well-organized, with shuttle buses running to and from the high school. Rangers gave wonderful,...",One of the country's treasures
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Great view if you do not want to hike. Go early before all of the crowds and the parking is limited.,Great view if you do not want to hike.
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Watched the sunrise on the mountain never got a chance to hike this mountain. Get there super early parking is awful. No bus to take you there. The view was spectacular,Maine vacation with girls
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This morning we took our friends from Wisconsin down to Acadia National Park to enjoy the Loop Road and our first stop Cadillac Mountain. As to be expected on such a glorious day, summer’s last hurrah, the parking lot at the summit of Cadillac Mountain...",A must stop at Acadia National Park
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Sunrise on Cadillac Mountain is a must see! But get there early as parking is limited. There is a parking lot right before you reach the summit. We parked there and it was a very easy out after the sunrise. It was COLD so dress...,Awesome Sunrise!!
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","This is the most important attraction within the Acadia, the crown ! Being on the top of Cadillac is a fantastic experience. Although the height of Cadillac summit from the MSL is only about 1500 feet, the 360 degrees view around the Cadillac is breathtaking....",The crown of Acadia ! 
"ui_bubble_rating bubble_40,ratingDate relativeDate,imgWrap ,imgWrap ,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","The drive up Cadillac Mountain is narrow, but pleasant, in general. Lots of other people present. Parking is limited. But for the general public, you might have to patiently wait for a spot to open.
The views are nice, even on a drizzly day, such...",Nice view.
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",One can't go to Acadia NP without travelling to Cadillac Mtn. Wonderful views of Frenchman Bay and the surrounding area. Lots of pull outs on the way up view the vistas. Wake-up pre-dawn and travel to the top to witness the sunrise when it's light...,A must see!
"ui_bubble_rating bubble_40,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Any National Park is worth visiting. While it was partially fogged in, the view was great. Adequate parking is available. The walkways are paved and have good access. Take the time.",Sightseeing
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",We decided to visit this site first during our day in Acadia National Park and got up to the summit at about 10am. This was on a Thursday in mid September between the crowds of summer and leaf peeping season but it was already crowded...,Parking Tip
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Woke early !! and I mean early to drive up the mountain and was amazed by how many were therte bef9rte us.The summit car park was rammed an parking on the side of the road an hour before sunrise. Try the Bleak Outlook car park.just...,Sunrise over the Ocean
"ui_bubble_rating bubble_40,ratingDate",,
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Our first trip to the top of the highest point on the east coast was via a trolley one afternoon. We were able to get off the bus for about 20 minutes to look at the harbor from above. It{s a fantastic view. The next...,Beautiful view at sunrise and daylight
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","While there were many people in Acadia the day we were there, at sunset there were relatively few families still there but a lot of photographers on the western side waiting for the view. If you want to get a sunset shot from this angle,...",Wonderful View at Sunset
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",We have visited Mount Desert Island at least five times and each time we go to Cadillac Mountain for the superb views. The drive up the mountain is reasonably easy on a paved road. Once at the top you are rewarded with views of the...,Beautiful Views
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Acadia National Park, and Cadillac Mountain in particular, are gems in the Bar Harbor area. You can comfortably drive to the top, but give yourself time to enjoy the natural beauty. The best way to do that is a hike around the summit.",Make time for a hike
"ui_bubble_rating bubble_40,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",Easy drive up with scenic pull overs. Once on top some easy trails to take for different views of the ocean and bays. Went early and off season so wasn't very crowded with plenty of parking. Beautiful day!,Drove up
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","One of the few places in Maine where the views actually matched the hype (IMO). Crowded (like everything else in the area when we went), but worth the time.",Beautiful views
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","You've got to go to the top of Cadillac Mountain if you're on Mount Desert Island or in Bar Harbor! Beautiful vistas and a really good gift shop. I was impressed with the relative quality of the goods, even though they're made in China. The...",Fantastic view of the coastline
"ui_bubble_rating bubble_50,ratingDate",,
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Don't miss this drive up to the top of the mountain, the views are amassing, you will want to stay and absorb it. Best part you don't have to hike it!",Asome Views
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","Highly recommended Cadillac Mtn. for watching sun rise/set. Be prepare if you have kid, pretty windy on mountain top. Great views and very family friendly.",Amazing!
"ui_bubble_rating bubble_50,ratingDate relativeDate,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","If you're visiting Acadia National Park, the views from Cadillac Mountain are a must see. Just don't forget a jacket....it gets windy up there!",Breathtaking views!
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button","While we were in the area we added and extra night stay
for the sole purpose of driving up to Cadillac Mountain.
Having come to Maine many times over the years I have never
been here.
Absolutely amazing view of the whole area from the...",amazing
"ui_bubble_rating bubble_50,ratingDate relativeDate,imgWrap ,imgWrap ,taLnk no_cpu ui_icon flag-fill,thankButton hsx_thank_button",We went to Cadillac Mountain after a walk through the busy downtown. Great views and walking paths. This is a must see.,Great place to visit
